"x","y"
1,0.269274042295575
2,1.19000225696674
3,0.379115396258211
4,0.198744338787989
5,-0.389322275187989
6,2.98013153875656
7,1.09705201710659
8,-0.56232008265761
9,1.44349296350764
10,0.14816806162063
11,0.175908929007968
12,1.2015187510203
13,0.917507467690307
14,-0.372222192036491
15,1.61630342709694
16,0.557272888997974
17,-0.91059772533548
18,1.87116201235667
19,0.817080042297156
20,1.17295508978647
21,-0.662297357557476
22,1.0971014384019
23,0.713621037191397
24,2.97924143113581
25,0.535584568166632
26,0.486063323257665
27,0.696950842075695
28,0.359712636772713
29,-0.14802473894231
30,0.638198003474567
31,-0.464818978066405
32,0.347658688483975
33,0.413202308794661
34,-0.746971709878614
35,0.583889198582579
36,0.462867870899848
37,-0.687077749435523
38,-1.0558004167459
39,-0.191975121948095
40,-0.603846106829972
41,0.116983432071831
42,-1.38408020589778
43,-1.07150283232151
44,0.438966644152523
45,-0.58274771019093
46,-1.88886635373641
47,-0.440939580084854
48,-0.202372980026335
49,-0.940089815566614
50,-2.11191410665464
51,-1.50254452260157
52,-1.91337169614336
53,-1.21853065175758
54,-0.396618905278198
55,-0.312778562105794
56,-2.36630399954747
57,-1.20155639622653
58,-0.87164171762614
59,-0.603113383328157
60,0.435202525310306
61,1.87534957867713
62,-1.90163096866609
63,-0.458853271144167
64,2.16566266308018
65,0.0489810553631313
66,-0.852168593831007
67,0.0654236883719124
68,0.988228642354348
69,-0.122226243812623
70,-0.177979959283644
71,-1.15447437642301
72,-0.0530444535643696
73,-0.372666829087967
74,0.0573197816606461
75,-0.326004917913806
76,1.32891233721196
77,1.12935075822753
78,0.325648330474039
79,0.812660583719063
80,1.39650082460313
81,1.63147370592316
82,2.56420650819832
83,1.67233705268362
84,2.96376715933261
85,1.44147916140374
86,0.089421188812066
87,0.154130246661982
88,1.23755286074037
89,0.160527902766829
90,-1.04836196496748
91,2.07107130343221
92,0.233051383720266
93,0.137051259046184
94,1.21787883840831
95,2.19924964977568
96,0.813755518959529
97,-1.48092533352622
98,0.76919722619015
99,-0.408283110751851
100,-1.65590242106866
101,-0.0611916214467037
102,-1.1444797055916
103,-2.20228618907456
104,1.33808108939677
105,0.273747530466197
106,-0.440758676056369
107,1.28916350952408
108,-1.28848096210107
109,-0.11418743967326
110,-0.497609684210656
111,-2.53833142313654
112,-0.0572314537004958
113,-1.13569896532307
114,-0.360760362989814
115,1.77826451525998
116,-1.51066120983427
117,-1.47603003305423
118,-1.76026212398388
119,-0.993490294312245
120,-1.40820181833229
121,-0.971330474275997
122,-2.23096966037673
123,0.286644732244427
124,2.19067074126555
125,0.0360803206943467
126,-0.626106070093432
127,-0.419897816226535
128,-0.415402278940823
129,0.87986924452951
130,-1.33304386239807
131,0.0175287305180633
132,-0.632453129716535
133,0.592742380756222
134,1.25124387170831
135,1.18226559146952
136,1.74426773769061
137,0.973751158934116
138,-0.0521413373391766
139,-0.181467154509557
140,0.707658673776924
141,-1.42676962392965
142,3.67521176593932
143,1.62006502657483
144,0.811639360183811
145,0.944984759703835
146,0.475492296349614
147,1.95081671035601
148,2.10100689317244
149,1.91510391905404
150,0.333931807882596
151,0.294795953341612
152,3.11706768187978
153,1.06244912012037
154,1.22192458085602
155,-1.75154441996113
156,1.70857112257183
157,-0.268724146091911
158,-1.16474142269294
159,-2.68291198563117
160,-2.02358002458564
161,-1.19577371124109
162,0.467099143090678
163,-0.428224789116548
164,0.0358730362735049
165,0.150674728471848
166,-0.707877191287334
167,-1.13337971264818
168,-2.59476473965467
169,-2.37525148394385
170,-1.37846932592514
171,-2.01694612198867
172,-0.025845986161094
173,-0.646692448688174
174,-1.68600069535096
175,0.0240381657088868
176,0.12084138987892
177,0.85317189938143
178,-0.482234514419006
179,-1.48805193351421
180,-0.633794065729345
181,-1.93751391424652
182,-0.154060878727699
183,-1.31157717410275
184,0.336375659893115
185,-1.2745698148628
186,0.94655300301796
187,0.0503682874217972
188,-2.11774648019964
189,0.365374335901737
190,-0.591122104678075
191,-0.15183329618559
192,-0.542895331167267
193,0.846746731241041
194,0.0953187007448566
195,0.254472028417776
196,-0.433635389335686
197,0.6357135256456
198,-1.26156521456949
199,0.697089158648685
200,0.919037934414116
201,2.61263702776459
202,1.66486961187576
203,1.20930186667527
204,0.81076428970449
205,0.672843461343984
206,1.64900630055524
207,0.283011519774539
208,1.06235307046757
209,0.0339550859732888
210,0.998239627222202
211,1.41701272894827
212,1.01724461625955
213,1.92294934680504
214,0.506021932285783
215,1.28249797450351
216,0.834772709122532
217,0.849221842745054
218,-1.85885131018835
219,0.284146258969346
220,0.818279009868612
221,-0.887680151018312
222,-0.0679035817996516
223,-1.04420871164212
224,-0.174017886650485
225,0.0256746463596606
226,-0.898971358119054
227,0.182639418187745
228,-2.03617247136072
229,-0.781444993609687
230,0.512894867777068
231,0.710412253860616
232,-0.296601610707404
233,-1.01437022642235
234,-1.54726805137166
235,0.882898545390032
236,-0.965928314268775
237,-1.31345669091943
238,0.706126730315494
239,-0.322234203900204
240,-1.96878712833134
241,-1.10474733943891
242,0.232927975793847
243,-0.248909025897183
244,-0.424979553418698
245,0.835211913681014
246,-1.01266910863161
247,-0.160395947807047
248,-2.07469870745303
249,-3.14241656316299
250,-0.221004365980267
251,-2.31559749404354
252,0.53553937911263
253,-1.43249542029378
254,0.699553876309049
255,-0.706928958764699
256,0.832734891831694
257,1.90177876462244
258,-0.821113518140527
259,-0.956651816992245
260,0.330358556436693
261,0.880164215980237
262,0.947431344344798
263,0.93048799300562
264,2.09555244805874
265,-0.187844782348764
266,2.73333471329914
